"id","salesRepId","name","address","latitude","longitude","balance","email","region_id","region","route_id","route_name","route_id_update","route_name_update","contact","tax_pin","location","status","client_type","countryId","added_by","created_at"
"2","3","Test",NULL,NULL,NULL,NULL,NULL,"0",,NULL,NULL,NULL,NULL,,NULL,NULL,"0",NULL,"1",NULL,"2025-06-19 12:22:29.519"
"3",NULL,"Miniso",NULL,NULL,NULL,NULL,NULL,"0",,NULL,NULL,NULL,NULL,,NULL,NULL,"0",NULL,"1",NULL,"2025-06-19 12:42:16.635"
